"","Mature1_Acc","Mature1","goTerm"
"1","MIMAT0000062","hsa-let-7a-5p","GO:1903231"
"2","MIMAT0000062","hsa-let-7a-5p","GO:0035195"
"3","MIMAT0000062","hsa-let-7a-5p","GO:0035278"
"4","MIMAT0000062","hsa-let-7a-5p","GO:0070104"
"5","MIMAT0000062","hsa-let-7a-5p","GO:0098806"
"6","MIMAT0000062","hsa-let-7a-5p","GO:0005615"
"7","MIMAT0000062","hsa-let-7a-5p","GO:0070062"
"8","MIMAT0000062","hsa-let-7a-5p","GO:1903561"
"9","MIMAT0000063","hsa-let-7b-5p","GO:1903231"
"10","MIMAT0000063","hsa-let-7b-5p","GO:0010507"
"11","MIMAT0000063","hsa-let-7b-5p","GO:0034614"
"12","MIMAT0000063","hsa-let-7b-5p","GO:0035195"
"13","MIMAT0000063","hsa-let-7b-5p","GO:0043154"
"14","MIMAT0000063","hsa-let-7b-5p","GO:0045766"
"15","MIMAT0000063","hsa-let-7b-5p","GO:0070374"
"16","MIMAT0000063","hsa-let-7b-5p","GO:1901299"
"17","MIMAT0000063","hsa-let-7b-5p","GO:1903589"
"18","MIMAT0000063","hsa-let-7b-5p","GO:0005615"
"19","MIMAT0000063","hsa-let-7b-5p","GO:0070062"
"20","MIMAT0000063","hsa-let-7b-5p","GO:1903561"
"21","MIMAT0000064","hsa-let-7c-5p","GO:0032693"
"22","MIMAT0000064","hsa-let-7c-5p","GO:1903231"
"23","MIMAT0000064","hsa-let-7c-5p","GO:0035195"
"24","MIMAT0000064","hsa-let-7c-5p","GO:0045944"
"25","MIMAT0000064","hsa-let-7c-5p","GO:0070104"
"26","MIMAT0000064","hsa-let-7c-5p","GO:1904893"
"27","MIMAT0000064","hsa-let-7c-5p","GO:0005615"
"28","MIMAT0000064","hsa-let-7c-5p","GO:0005634"
"29","MIMAT0000064","hsa-let-7c-5p","GO:0005737"
"30","MIMAT0000064","hsa-let-7c-5p","GO:0070062"
"31","MIMAT0000064","hsa-let-7c-5p","GO:1903561"
"32","MIMAT0000065","hsa-let-7d-5p","GO:0005615"
"33","MIMAT0000065","hsa-let-7d-5p","GO:1903561"
"34","MIMAT0000066","hsa-let-7e-5p","GO:0043433"
"35","MIMAT0000066","hsa-let-7e-5p","GO:1904893"
"36","MIMAT0000066","hsa-let-7e-5p","GO:0042532"
"37","MIMAT0000066","hsa-let-7e-5p","GO:0070104"
"38","MIMAT0000066","hsa-let-7e-5p","GO:1904995"
"39","MIMAT0000066","hsa-let-7e-5p","GO:1903231"
"40","MIMAT0000066","hsa-let-7e-5p","GO:0032715"
"41","MIMAT0000066","hsa-let-7e-5p","GO:0035195"
"42","MIMAT0000066","hsa-let-7e-5p","GO:0035278"
"43","MIMAT0000066","hsa-let-7e-5p","GO:2000272"
"44","MIMAT0000066","hsa-let-7e-5p","GO:0005615"
"45","MIMAT0000067","hsa-let-7f-5p","GO:1903231"
"46","MIMAT0000067","hsa-let-7f-5p","GO:0030512"
"47","MIMAT0000067","hsa-let-7f-5p","GO:0032007"
"48","MIMAT0000067","hsa-let-7f-5p","GO:0032700"
"49","MIMAT0000067","hsa-let-7f-5p","GO:0035195"
"50","MIMAT0000067","hsa-let-7f-5p","GO:0043066"
"51","MIMAT0000067","hsa-let-7f-5p","GO:0051898"
"52","MIMAT0000067","hsa-let-7f-5p","GO:0090050"
"53","MIMAT0000067","hsa-let-7f-5p","GO:1904646"
"54","MIMAT0000067","hsa-let-7f-5p","GO:0005615"
"55","MIMAT0000067","hsa-let-7f-5p","GO:0070062"
"56","MIMAT0000068","hsa-miR-15a-5p","GO:0003730"
"57","MIMAT0000068","hsa-miR-15a-5p","GO:1903231"
"58","MIMAT0000068","hsa-miR-15a-5p","GO:0008285"
"59","MIMAT0000068","hsa-miR-15a-5p","GO:0010801"
"60","MIMAT0000068","hsa-miR-15a-5p","GO:0016525"
"61","MIMAT0000068","hsa-miR-15a-5p","GO:0032088"
"62","MIMAT0000068","hsa-miR-15a-5p","GO:0035195"
"63","MIMAT0000068","hsa-miR-15a-5p","GO:0035278"
"64","MIMAT0000068","hsa-miR-15a-5p","GO:0043065"
"65","MIMAT0000068","hsa-miR-15a-5p","GO:0043124"
"66","MIMAT0000068","hsa-miR-15a-5p","GO:0045736"
"67","MIMAT0000068","hsa-miR-15a-5p","GO:0050728"
"68","MIMAT0000068","hsa-miR-15a-5p","GO:0071333"
"69","MIMAT0000068","hsa-miR-15a-5p","GO:0090051"
"70","MIMAT0000068","hsa-miR-15a-5p","GO:1903588"
"71","MIMAT0000068","hsa-miR-15a-5p","GO:1904046"
"72","MIMAT0000068","hsa-miR-15a-5p","GO:1904706"
"73","MIMAT0000068","hsa-miR-15a-5p","GO:1904753"
"74","MIMAT0000068","hsa-miR-15a-5p","GO:1904848"
"75","MIMAT0000068","hsa-miR-15a-5p","GO:2000134"
"76","MIMAT0000068","hsa-miR-15a-5p","GO:2000353"
"77","MIMAT0000068","hsa-miR-15a-5p","GO:2001244"
"78","MIMAT0000068","hsa-miR-15a-5p","GO:0005615"
"79","MIMAT0000068","hsa-miR-15a-5p","GO:0070062"
"80","MIMAT0000068","hsa-miR-15a-5p","GO:1903561"
"81","MIMAT0000069","hsa-miR-16-5p","GO:0001569"
"82","MIMAT0000069","hsa-miR-16-5p","GO:0090051"
"83","MIMAT0000069","hsa-miR-16-5p","GO:1900747"
"84","MIMAT0000069","hsa-miR-16-5p","GO:1901164"
"85","MIMAT0000069","hsa-miR-16-5p","GO:2000134"
"86","MIMAT0000069","hsa-miR-16-5p","GO:0000993"
"87","MIMAT0000069","hsa-miR-16-5p","GO:0003730"
"88","MIMAT0000069","hsa-miR-16-5p","GO:1903231"
"89","MIMAT0000069","hsa-miR-16-5p","GO:0001937"
"90","MIMAT0000069","hsa-miR-16-5p","GO:0008285"
"91","MIMAT0000069","hsa-miR-16-5p","GO:0010666"
"92","MIMAT0000069","hsa-miR-16-5p","GO:0016525"
"93","MIMAT0000069","hsa-miR-16-5p","GO:0032088"
"94","MIMAT0000069","hsa-miR-16-5p","GO:0035195"
"95","MIMAT0000069","hsa-miR-16-5p","GO:0035278"
"96","MIMAT0000069","hsa-miR-16-5p","GO:0040037"
"97","MIMAT0000069","hsa-miR-16-5p","GO:0043065"
"98","MIMAT0000069","hsa-miR-16-5p","GO:0043124"
"99","MIMAT0000069","hsa-miR-16-5p","GO:0045727"
"100","MIMAT0000069","hsa-miR-16-5p","GO:0045930"
"101","MIMAT0000069","hsa-miR-16-5p","GO:0050728"
"102","MIMAT0000069","hsa-miR-16-5p","GO:0071333"
"103","MIMAT0000069","hsa-miR-16-5p","GO:0110081"
"104","MIMAT0000069","hsa-miR-16-5p","GO:1900016"
"105","MIMAT0000069","hsa-miR-16-5p","GO:1902461"
"106","MIMAT0000069","hsa-miR-16-5p","GO:1903588"
"107","MIMAT0000069","hsa-miR-16-5p","GO:1904046"
"108","MIMAT0000069","hsa-miR-16-5p","GO:1904848"
"109","MIMAT0000069","hsa-miR-16-5p","GO:1904858"
"110","MIMAT0000069","hsa-miR-16-5p","GO:1905205"
"111","MIMAT0000069","hsa-miR-16-5p","GO:2000545"
"112","MIMAT0000069","hsa-miR-16-5p","GO:2001244"
"113","MIMAT0000069","hsa-miR-16-5p","GO:0005615"
"114","MIMAT0000069","hsa-miR-16-5p","GO:0070062"
"115","MIMAT0000069","hsa-miR-16-5p","GO:1903561"
"116","MIMAT0000070","hsa-miR-17-5p","GO:0003730"
"117","MIMAT0000070","hsa-miR-17-5p","GO:1903231"
"118","MIMAT0000070","hsa-miR-17-5p","GO:0003085"
"119","MIMAT0000070","hsa-miR-17-5p","GO:0003151"
"120","MIMAT0000070","hsa-miR-17-5p","GO:0010629"
"121","MIMAT0000070","hsa-miR-17-5p","GO:0010666"
"122","MIMAT0000070","hsa-miR-17-5p","GO:0010989"
"123","MIMAT0000070","hsa-miR-17-5p","GO:0034122"
"124","MIMAT0000070","hsa-miR-17-5p","GO:0035195"
"125","MIMAT0000070","hsa-miR-17-5p","GO:0035278"
"126","MIMAT0000070","hsa-miR-17-5p","GO:0042985"
"127","MIMAT0000070","hsa-miR-17-5p","GO:0043154"
"128","MIMAT0000070","hsa-miR-17-5p","GO:0045777"
"129","MIMAT0000070","hsa-miR-17-5p","GO:0050766"
"130","MIMAT0000070","hsa-miR-17-5p","GO:0071222"
"131","MIMAT0000070","hsa-miR-17-5p","GO:0071456"
"132","MIMAT0000070","hsa-miR-17-5p","GO:1900017"
"133","MIMAT0000070","hsa-miR-17-5p","GO:1901300"
"134","MIMAT0000070","hsa-miR-17-5p","GO:1902109"
"135","MIMAT0000070","hsa-miR-17-5p","GO:1903244"
"136","MIMAT0000070","hsa-miR-17-5p","GO:1903671"
"137","MIMAT0000070","hsa-miR-17-5p","GO:1904046"
"138","MIMAT0000070","hsa-miR-17-5p","GO:1904598"
"139","MIMAT0000070","hsa-miR-17-5p","GO:1904685"
"140","MIMAT0000070","hsa-miR-17-5p","GO:1904707"
"141","MIMAT0000070","hsa-miR-17-5p","GO:1905101"
"142","MIMAT0000070","hsa-miR-17-5p","GO:1905111"
"143","MIMAT0000070","hsa-miR-17-5p","GO:1905149"
"144","MIMAT0000070","hsa-miR-17-5p","GO:1905460"
"145","MIMAT0000070","hsa-miR-17-5p","GO:1905601"
"146","MIMAT0000070","hsa-miR-17-5p","GO:2001243"
"147","MIMAT0000070","hsa-miR-17-5p","GO:0005615"
"148","MIMAT0000070","hsa-miR-17-5p","GO:0005739"
"149","MIMAT0000070","hsa-miR-17-5p","GO:0070062"
"150","MIMAT0000070","hsa-miR-17-5p","GO:1903561"
"151","MIMAT0000072","hsa-miR-18a-5p","GO:1903231"
"152","MIMAT0000072","hsa-miR-18a-5p","GO:0035195"
"153","MIMAT0000072","hsa-miR-18a-5p","GO:0050861"
"154","MIMAT0000072","hsa-miR-18a-5p","GO:1903671"
"155","MIMAT0000072","hsa-miR-18a-5p","GO:1905932"
"156","MIMAT0000072","hsa-miR-18a-5p","GO:0005615"
"157","MIMAT0000072","hsa-miR-18a-5p","GO:0048471"
"158","MIMAT0000075","hsa-miR-20a-5p","GO:0010611"
"159","MIMAT0000075","hsa-miR-20a-5p","GO:0014067"
"160","MIMAT0000075","hsa-miR-20a-5p","GO:0032700"
"161","MIMAT0000075","hsa-miR-20a-5p","GO:0045669"
"162","MIMAT0000075","hsa-miR-20a-5p","GO:0050728"
"163","MIMAT0000075","hsa-miR-20a-5p","GO:0051898"
"164","MIMAT0000075","hsa-miR-20a-5p","GO:0000993"
"165","MIMAT0000075","hsa-miR-20a-5p","GO:0003730"
"166","MIMAT0000075","hsa-miR-20a-5p","GO:1903231"
"167","MIMAT0000075","hsa-miR-20a-5p","GO:0003151"
"168","MIMAT0000075","hsa-miR-20a-5p","GO:0006469"
"169","MIMAT0000075","hsa-miR-20a-5p","GO:0010629"
"170","MIMAT0000075","hsa-miR-20a-5p","GO:0010667"
"171","MIMAT0000075","hsa-miR-20a-5p","GO:0030513"
"172","MIMAT0000075","hsa-miR-20a-5p","GO:0030514"
"173","MIMAT0000075","hsa-miR-20a-5p","GO:0035195"
"174","MIMAT0000075","hsa-miR-20a-5p","GO:0035278"
"175","MIMAT0000075","hsa-miR-20a-5p","GO:0035924"
"176","MIMAT0000075","hsa-miR-20a-5p","GO:0042985"
"177","MIMAT0000075","hsa-miR-20a-5p","GO:0045766"
"178","MIMAT0000075","hsa-miR-20a-5p","GO:0050766"
"179","MIMAT0000075","hsa-miR-20a-5p","GO:0051497"
"180","MIMAT0000075","hsa-miR-20a-5p","GO:0060354"
"181","MIMAT0000075","hsa-miR-20a-5p","GO:0071222"
"182","MIMAT0000075","hsa-miR-20a-5p","GO:0071901"
"183","MIMAT0000075","hsa-miR-20a-5p","GO:0090051"
"184","MIMAT0000075","hsa-miR-20a-5p","GO:1903244"
"185","MIMAT0000075","hsa-miR-20a-5p","GO:1903671"
"186","MIMAT0000075","hsa-miR-20a-5p","GO:1903753"
"187","MIMAT0000075","hsa-miR-20a-5p","GO:1904046"
"188","MIMAT0000075","hsa-miR-20a-5p","GO:1904707"
"189","MIMAT0000075","hsa-miR-20a-5p","GO:1904754"
"190","MIMAT0000075","hsa-miR-20a-5p","GO:1905061"
"191","MIMAT0000075","hsa-miR-20a-5p","GO:1905111"
"192","MIMAT0000075","hsa-miR-20a-5p","GO:0005615"
"193","MIMAT0000075","hsa-miR-20a-5p","GO:1903561"
"194","MIMAT0000076","hsa-miR-21-5p","GO:0001568"
"195","MIMAT0000076","hsa-miR-21-5p","GO:0001819"
"196","MIMAT0000076","hsa-miR-21-5p","GO:0010629"
"197","MIMAT0000076","hsa-miR-21-5p","GO:0030511"
"198","MIMAT0000076","hsa-miR-21-5p","GO:0032695"
"199","MIMAT0000076","hsa-miR-21-5p","GO:0050729"
"200","MIMAT0000076","hsa-miR-21-5p","GO:1900748"
"201","MIMAT0000076","hsa-miR-21-5p","GO:1903589"
"202","MIMAT0000076","hsa-miR-21-5p","GO:1990009"
"203","MIMAT0000076","hsa-miR-21-5p","GO:0003730"
"204","MIMAT0000076","hsa-miR-21-5p","GO:1903231"
"205","MIMAT0000076","hsa-miR-21-5p","GO:0001934"
"206","MIMAT0000076","hsa-miR-21-5p","GO:0001937"
"207","MIMAT0000076","hsa-miR-21-5p","GO:0001960"
"208","MIMAT0000076","hsa-miR-21-5p","GO:0007179"
"209","MIMAT0000076","hsa-miR-21-5p","GO:0007566"
"210","MIMAT0000076","hsa-miR-21-5p","GO:0008284"
"211","MIMAT0000076","hsa-miR-21-5p","GO:0008285"
"212","MIMAT0000076","hsa-miR-21-5p","GO:0008360"
"213","MIMAT0000076","hsa-miR-21-5p","GO:0010596"
"214","MIMAT0000076","hsa-miR-21-5p","GO:0010613"
"215","MIMAT0000076","hsa-miR-21-5p","GO:0010614"
"216","MIMAT0000076","hsa-miR-21-5p","GO:0010628"
"217","MIMAT0000076","hsa-miR-21-5p","GO:0010667"
"218","MIMAT0000076","hsa-miR-21-5p","GO:0010718"
"219","MIMAT0004496","hsa-miR-23a-5p","GO:1903561"
"220","MIMAT0004497","hsa-miR-24-2-5p","GO:0005615"
"221","MIMAT0004498","hsa-miR-25-5p","GO:1903231"
"222","MIMAT0004498","hsa-miR-25-5p","GO:0035195"
"223","MIMAT0004498","hsa-miR-25-5p","GO:0005615"
"224","MIMAT0000082","hsa-miR-26a-5p","GO:0032715"
"225","MIMAT0000082","hsa-miR-26a-5p","GO:1903231"
"226","MIMAT0000082","hsa-miR-26a-5p","GO:0007179"
"227","MIMAT0000082","hsa-miR-26a-5p","GO:0008285"
"228","MIMAT0000082","hsa-miR-26a-5p","GO:0010459"
"229","MIMAT0000082","hsa-miR-26a-5p","GO:0030336"
"230","MIMAT0000082","hsa-miR-26a-5p","GO:0030514"
"231","MIMAT0000082","hsa-miR-26a-5p","GO:0032286"
"232","MIMAT0000082","hsa-miR-26a-5p","GO:0032700"
"233","MIMAT0000082","hsa-miR-26a-5p","GO:0035195"
"234","MIMAT0000082","hsa-miR-26a-5p","GO:0038084"
"235","MIMAT0000082","hsa-miR-26a-5p","GO:0043409"
"236","MIMAT0000082","hsa-miR-26a-5p","GO:0043433"
"237","MIMAT0000082","hsa-miR-26a-5p","GO:0051001"
"238","MIMAT0000082","hsa-miR-26a-5p","GO:0060371"
"239","MIMAT0000082","hsa-miR-26a-5p","GO:0070104"
"240","MIMAT0000082","hsa-miR-26a-5p","GO:0090051"
"241","MIMAT0000082","hsa-miR-26a-5p","GO:0090370"
"242","MIMAT0000082","hsa-miR-26a-5p","GO:0150079"
"243","MIMAT0000082","hsa-miR-26a-5p","GO:1900016"
"244","MIMAT0000082","hsa-miR-26a-5p","GO:1902807"
"245","MIMAT0000082","hsa-miR-26a-5p","GO:1903588"
"246","MIMAT0000082","hsa-miR-26a-5p","GO:1903609"
"247","MIMAT0000082","hsa-miR-26a-5p","GO:1904707"
"248","MIMAT0000082","hsa-miR-26a-5p","GO:1904754"
"249","MIMAT0000082","hsa-miR-26a-5p","GO:1905064"
"250","MIMAT0000082","hsa-miR-26a-5p","GO:2000134"
"251","MIMAT0000082","hsa-miR-26a-5p","GO:0005615"
"252","MIMAT0000082","hsa-miR-26a-5p","GO:1903561"
"253","MIMAT0000083","hsa-miR-26b-5p","GO:0032682"
"254","MIMAT0000083","hsa-miR-26b-5p","GO:0032688"
"255","MIMAT0000083","hsa-miR-26b-5p","GO:0051607"
"256","MIMAT0000083","hsa-miR-26b-5p","GO:1903231"
"257","MIMAT0000083","hsa-miR-26b-5p","GO:0035195"
"258","MIMAT0000083","hsa-miR-26b-5p","GO:0045787"
"259","MIMAT0000083","hsa-miR-26b-5p","GO:0050687"
"260","MIMAT0000083","hsa-miR-26b-5p","GO:0071902"
"261","MIMAT0000083","hsa-miR-26b-5p","GO:1902949"
"262","MIMAT0000083","hsa-miR-26b-5p","GO:2001235"
"263","MIMAT0000083","hsa-miR-26b-5p","GO:0005615"
"264","MIMAT0000083","hsa-miR-26b-5p","GO:1903561"
"265","MIMAT0004501","hsa-miR-27a-5p","GO:0010629"
"266","MIMAT0004501","hsa-miR-27a-5p","GO:0032088"
"267","MIMAT0004501","hsa-miR-27a-5p","GO:1903231"
"268","MIMAT0004501","hsa-miR-27a-5p","GO:0035195"
"269","MIMAT0004501","hsa-miR-27a-5p","GO:0035278"
"270","MIMAT0004501","hsa-miR-27a-5p","GO:0071560"
"271","MIMAT0004501","hsa-miR-27a-5p","GO:2000660"
"272","MIMAT0000085","hsa-miR-28-5p","GO:0003730"
"273","MIMAT0000085","hsa-miR-28-5p","GO:1903231"
"274","MIMAT0000085","hsa-miR-28-5p","GO:0035195"
"275","MIMAT0000085","hsa-miR-28-5p","GO:0035278"
"276","MIMAT0000085","hsa-miR-28-5p","GO:0150159"
"277","MIMAT0000085","hsa-miR-28-5p","GO:0005615"
"278","MIMAT0000087","hsa-miR-30a-5p","GO:1903231"
"279","MIMAT0000087","hsa-miR-30a-5p","GO:0035195"
"280","MIMAT0000087","hsa-miR-30a-5p","GO:0005615"
"281","MIMAT0000087","hsa-miR-30a-5p","GO:1903561"
"282","MIMAT0000089","hsa-miR-31-5p","GO:1905907"
"283","MIMAT0000089","hsa-miR-31-5p","GO:0003730"
"284","MIMAT0000089","hsa-miR-31-5p","GO:0005515"
"285","MIMAT0000089","hsa-miR-31-5p","GO:1903231"
"286","MIMAT0000089","hsa-miR-31-5p","GO:1990715"
"287","MIMAT0000089","hsa-miR-31-5p","GO:0035195"
"288","MIMAT0000089","hsa-miR-31-5p","GO:0035278"
"289","MIMAT0000089","hsa-miR-31-5p","GO:0042985"
"290","MIMAT0000089","hsa-miR-31-5p","GO:0043536"
"291","MIMAT0000089","hsa-miR-31-5p","GO:0045766"
"292","MIMAT0000089","hsa-miR-31-5p","GO:0050728"
"293","MIMAT0000089","hsa-miR-31-5p","GO:0071356"
"294","MIMAT0000089","hsa-miR-31-5p","GO:0090050"
"295","MIMAT0000089","hsa-miR-31-5p","GO:0150159"
"296","MIMAT0000089","hsa-miR-31-5p","GO:1903672"
"297","MIMAT0000089","hsa-miR-31-5p","GO:1904995"
"298","MIMAT0000089","hsa-miR-31-5p","GO:0005615"
"299","MIMAT0000089","hsa-miR-31-5p","GO:0016442"
"300","MIMAT0000089","hsa-miR-31-5p","GO:1990742"
"301","MIMAT0000091","hsa-miR-33a-5p","GO:1903231"
"302","MIMAT0000091","hsa-miR-33a-5p","GO:0010629"
"303","MIMAT0000091","hsa-miR-33a-5p","GO:0010983"
"304","MIMAT0000091","hsa-miR-33a-5p","GO:0035195"
"305","MIMAT0000091","hsa-miR-33a-5p","GO:0038027"
"306","MIMAT0000091","hsa-miR-33a-5p","GO:0042593"
"307","MIMAT0000091","hsa-miR-33a-5p","GO:0045717"
"308","MIMAT0000091","hsa-miR-33a-5p","GO:0070328"
"309","MIMAT0000091","hsa-miR-33a-5p","GO:0070858"
"310","MIMAT0000091","hsa-miR-33a-5p","GO:0090370"
"311","MIMAT0000091","hsa-miR-33a-5p","GO:0120190"
"312","MIMAT0000091","hsa-miR-33a-5p","GO:1903063"
"313","MIMAT0004507","hsa-miR-92a-1-5p","GO:1903231"
"314","MIMAT0004507","hsa-miR-92a-1-5p","GO:0035195"
"315","MIMAT0004507","hsa-miR-92a-1-5p","GO:0045944"
"316","MIMAT0004507","hsa-miR-92a-1-5p","GO:0097533"
"317","MIMAT0004507","hsa-miR-92a-1-5p","GO:0005737"
"318","MIMAT0000093","hsa-miR-93-5p","GO:0008285"
"319","MIMAT0000093","hsa-miR-93-5p","GO:0010629"
"320","MIMAT0000093","hsa-miR-93-5p","GO:0030336"
"321","MIMAT0000093","hsa-miR-93-5p","GO:0032717"
"322","MIMAT0000093","hsa-miR-93-5p","GO:0050709"
"323","MIMAT0000093","hsa-miR-93-5p","GO:0003730"
"324","MIMAT0000093","hsa-miR-93-5p","GO:1903231"
"325","MIMAT0000093","hsa-miR-93-5p","GO:0035195"
"326","MIMAT0000093","hsa-miR-93-5p","GO:1900016"
"327","MIMAT0000093","hsa-miR-93-5p","GO:1904046"
"328","MIMAT0000093","hsa-miR-93-5p","GO:0005615"
"329","MIMAT0000093","hsa-miR-93-5p","GO:1903561"
"330","MIMAT0000095","hsa-miR-96-5p","GO:1903231"
"331","MIMAT0000095","hsa-miR-96-5p","GO:0035195"
"332","MIMAT0000095","hsa-miR-96-5p","GO:0035278"
"333","MIMAT0000095","hsa-miR-96-5p","GO:0045542"
"334","MIMAT0000095","hsa-miR-96-5p","GO:0045723"
"335","MIMAT0000095","hsa-miR-96-5p","GO:0071397"
"336","MIMAT0000095","hsa-miR-96-5p","GO:1904706"
"337","MIMAT0000096","hsa-miR-98-5p","GO:0008285"
"338","MIMAT0000096","hsa-miR-98-5p","GO:0010629"
"339","MIMAT0000096","hsa-miR-98-5p","GO:0032691"
"340","MIMAT0000096","hsa-miR-98-5p","GO:0032693"
"341","MIMAT0000096","hsa-miR-98-5p","GO:0032717"
"342","MIMAT0000096","hsa-miR-98-5p","GO:0032720"
"343","MIMAT0000096","hsa-miR-98-5p","GO:0042532"
